userName,score,at,content
Muhammad Hidayatullah,3,2023-05-16 10:50:36,"Udah lama banget sekitar 4 bulan+ ga ada gratis ongkir rp.0 ke luar pulau jawa, kami ongkir 40rb lebih(lebih malah ongkir dari pada varang yang dibeli >...<, jawa mulu ada minimal 0, mungkin karena jawa adalah kunci. Kalo ada gratis ongkir rp.0 potongan 40rb ke luar pulau jawa gw tambahin 2 bintang lagi >_<"
Norhidayah Dayah,5,2023-05-16 10:27:29,"Suka banget sama aplikasi shopee, kalau mau beli barang atau belanja online jadi lebih mudah dan gampang, pokok nya seneng dan suka banget sama aplikasi ini...☺"
Suci Donna A,5,2023-05-16 10:20:03,"Terima kasih semua fiturny membantu,,,, pesan tiket mudah,,,, pesan hotel mudah,,,, pinjaman tunainya jg mudah,,,, belanja apa lagi tmbh lebih mudah"
Anggara Murdianto,2,2023-05-16 10:02:25,Hadehhh udah banyak skali pesan tapi barangnya ada yg lecet/rusak ntah itu dari pengirimannya atau dari sana nya langsung dan pengirimannya lama banget ada 3 minggu biasa baru datang
Latif 123,5,2023-05-16 09:42:44,Aplikasi ternama dan paling banyak digunakan oleh orang.sangatvmembatu bebelanja online. Seneng aja pake shopy .untuk masukan lebih di perbanyak diskon dan promo aja .jd seler senang pembeli juga senang.shopy milyader juga ngga membantu .karna ribet.mungkin untuk di permudah lagi ke depannya
Mik Maah,5,2023-05-16 09:24:11,"Tetep lemot , update tetep lemot , mending hapus aplikasinya, buktinya lebih dr 30 menit tetep gak bisa , ssmoai berapa kali muter terus"
Martin Brother Martin,5,2023-05-16 06:57:35,"Shopee: Pengirimannya cepat,barang nya termasuk serba ada di aplikasi ini cuma masalah nya aplikasi ini sangat2 lah lemot atau lelet mohon kedepannya tolong di perbaiki secepat mungkin. Saya kasih bintang 5 ya biar aplikasi di bisa di perbaiki. Makasih...."
anana anana,5,2023-05-16 05:46:13,"Aplikasi Shopee sangat membantu kita untuk memenuhi kebutuhan mendesak, terutama fitur spaylater dan spinjam nya sgt bagus dan perlu dipermudah agar pengguna Shopee baru bisa merasakan manfaatnya dan selalu setia dgn Shopee👍👍👍👍"
Alexandria fz,1,2023-05-16 05:19:02,"Aplikasi olshop paling egois. Saya pesan kartu ucapan custom, saya chat penjual mau menambahkan alamat instgrm dan nomor wa tapi gak terkirim karena melanggar, di dalam chat pun masih dilanggar. Saya berharap banyak olshop2 baru yg gak ribet, yang bakal gantiin olshop egois yg satu ini."
Bonot Ajah,1,2023-05-16 05:16:11,"cukup bagus..tapi tolong untuk penulisan alamat yg detail harap tidak membtasi karakter (penulisan) karena terkadang salah alamat ssat pesanan di antar di karenakan alamat yg kurang detail...ada lagi masalah di pencarian,sangan jauh dan tidak sesuai dengan barang yang di cari Contoh: kata kunci:Mata Kail...yang tampil bukan mata kail.malah makanan hewan peliharaan.ini sangat merepotkan..tolong segera di perbaiki.!!"
Fahri,1,2023-05-16 05:05:12,Promo shopee live yg sekarang gak memenuhi rasa ke adilan. Belum ada 30 detik udah gak kebagian. Ya percuma potongan 20 rb klo sistem nya seperti itu. Saran saya lebih baik seperti di yg dulu biar pun 10 rb tpi semua dapat kebagian tanpa terbatas waktu dan kouta. Sukses shopee
THE Godfather zacky,3,2023-05-16 04:26:12,Semntara haya bisa kasih bintang 3 karna masih pemula.cuma kasih masukan aja Banyak yg toko yg jual barang gak ory dan keterangan kurang detai. Kasihan pembeli.tolong di perketat atau di kasih sangsi kepada toko atau penjual yg merugikan pembeli.ada pepatah pembeli adalah raja.🙏 Untuk top up shopeepay di outlet sttus terkirim sukses ada no resinya di aplikasi saldo tidak masuk itu pengalaman yg menjengkelkan sudah 4x24 jam gak ada respon laporan terlampir.
Andi Doank,1,2023-05-16 04:19:53,"Setiap saya pesan barang,kirimya lama sampai ya,udah sampai di gudang sortiran terkhir kirim ke alamat tujuan gak di kirim-kirim ujung-ujung ya di kembalikan ke penjual,klo tahu kayak gini gak perlu saya menunggu-nunggu pesan lagi menuju ke alamat tujuan"
Satria Kulux,1,2023-05-16 03:52:41,kenapa skrg ribet banget login harus verifikasi wajah dan masih ga bisa login dengan alasan wajah tidak sesuai 😡 kan tau tiap detik slalu ada perubahan di wajah... trus solusinya apa biar kita bisa masuk ke akun dulu
1000 Indonesia,3,2023-05-16 03:52:06,"Menurut saya tampilan shopee rame banget, jadi kurang simple. Apalagi banyak nya quis dll yang kadang mengganggu saat akan belanja. Bikin gak fokus."
Budi,1,2023-05-16 03:46:17,"clear cache, clear data,update versi terbaru, lalu login ulang tetap saja lemot, mau proses pesanan sampai kehabisan waktu, gak seperti toko online lain lebih ringan"
Beng-beng Reverbnation,1,2023-05-16 03:14:58,"Saya merasa kecewa dengan aplikasi Shopee karena saat ini tim kurir di daerah saya tidak lagi melayani sistem COD, kata tim kurir nya harus mengambil paket ke kantornya, terus gunanya sistem COD itu apaaa??? Bagus di hapuskan aja sistem COD nya, percuma juga kalo order barang banyak di aplikasi ini tapi dikembalikan lagi ke penjualnya .. Harusnya tim Shoope lebih bijak lagi, masalahnya nomor kurir pengantar paketnya tidak ada tertera disitu, terus siapa yg kita hub kalo paketnya sudah sampai 🗿"
Kikirevi Mulyaningsih,4,2023-05-16 02:55:52,"Bintang 4 aja, krn di tempat qu jaringannya masih suka error alias lemot. Jadi kadang2 mau cepet malah jadi lama loading nya."
Pajar Ali,1,2023-05-16 02:23:58,"Waduuuuh, kenapa sekarang ada iklannya sih app marketplace udah kayak game aja banyak iklannya, bikin g' nyaman jadinya pas liat2 produk! Tolong donk jgn di kasih iklannya"
Abhita Abhita,1,2023-05-16 02:22:56,Mau ajukan pengembalian g bisa upload foto walopun Jaringan wifi full. Padahal produk yg di kirim model dan warna salah. Harga jauh di bawah harga barang yg saya pesan. Udah update bahkan sampai install ulang. Tetap gak bisa upload foto sebagai bukti barang yg di kirim salah. Shopee hanya berpihak pada penjual saja. Sangat kecewa
Tengku Syarifah,1,2023-05-16 02:22:39,"Bintang 1 ya Shopee, karena sekarang mulai ga ada diskon live 10rb lagi, free ongkir nya, bahkan ga ada, kecuali tanggal kembar baru ada free ongkir. Jadi saya jarang belanja di shopee. Biasanya di supermarket Shopee banyak free ongkir, sekarang ga ada. Padahal saya di bekasi. Semoga segera banyak lagi free ongkirnya, biar saya kembali lagi ke shopee dan kasih bintang 5 lagi."
Aprili yanti,2,2023-05-16 02:06:27,Sudah tdak seperti dulu. Makin lama makin bnyak biaya dan biaya penanganan aja sekali pesan sudah hampir 3rbuan sedangkan kita penjual online . Hanya mengambil hasil 3rbuan saja . Merugikan pihak pembeli.
Kitasaudara Oke,4,2023-05-16 01:54:59,Suka dengan aplikasi ini tp sekarang banyak biaya. Ada biaya layanan ada biaya penanganan jika menggunakan pembayaran cod. Tetus juga lemot banget aplikasinya
Anas Zaini,5,2023-05-16 01:23:27,"Pelayanan cukup bagus, ada juga barang yg dipesan berbeda dg yg diterima, tolong ditindak toko penjual yg melakukan penipuan ini, jangan asal promo discount besar untuk menarik tapi ternyata penipuan"
Wahyudha Ardi,1,2023-05-16 01:17:16,"Tolonglah dibalikan lagi, kita bisa pilih jasa pengiriman sendiri yg kek dulu, jangan di pilihin dri shoopenya, udah kejadian pengiriman dibatalkan tiap membeli oleh jasa kirim, ni gimana ? Makin kesini kok makin aneh jasa pengeriman yg lelet dan amburadul. Tolonglah saran dan ulasan di aplikasi sekiranya membantu penikmat aplikasi ini dilakukan bukan hnya dilihat saja. Saran dan masukan yg masuk akal tolong dikerjakan."
Abdul Qodir,5,2023-05-16 01:11:10,"Ntah sudah berapa pembelian yg saya transaksikan, smua dengan promo. Dalam artian disini promo ongkir atau diskon barangnya melimpah. Semoga di pertahankan bahkan di tambah, amiin"
Anisa Noer Rizky,4,2023-05-16 00:15:47,"Aplikasi shoope saya ke hapus, dan waktu saya login lagi harus ada verifikasi link, dan masalahnya nomornya sudah tidak aktif, apa ada cara lain biar bisa login ?dan kebetulan saya lupa sebelumnya pake email yang mana sudah saya coba pakai semua email tetap shoope nya jadi akun baru, mungkin ada cara lain biar bisa login ke shoope saya, atau bisa ganti nomor ke nomor baru??"
Uthek Chanel,1,2023-05-15 23:13:26,"Aplikasi telek kerbau ,bikin emosi. Lama-bikim bangkrut tak bisa jualan .cuma ngabisin waktu dan data paketan. Mau nambah produk baru susahnya gak ketulungan. Huuiiih."
Abdul Arif,1,2023-05-15 23:09:58,"Apk shopee skrg sngt jauh brbeda kenyamanan nya,dlu baik² aja dan nyaman memakainya tp lg skrg sudah tdk nyaman lg,krna tiap sbentar masuk ke shopee trus layar hp saya ini membuka shopee trus dan stiap kali trbuka pilih kartu emoney,saya truti maunya pilih kartu tapi ngga berjalan puteran loadingnya 0% truss dan menunggunya sangat lama Klw anda tdk pandai bikin aplikasi brniaga pmasaran jual beli barang,mending nggak usah bikin aplikasi cuk ! Sngt Mrepotkan wkt saya utk urusin comenan bgini."
Mikaela Azzahra,1,2023-05-15 22:22:43,"Shopee sekarang parah banget. Setiap saya pesen barang pengiriman selalu lama, lebih dari 3 hari atau 4 hari paket tidak bergerak, masih ditempat yg samaa. Selalu melebihi estimasi pengiriman. Pas udah nyampe kota tujuan, status paket sedang diantar ke alamat tujuan, saya tunggu seharian tiba2 dapat notif paket dibalikin ke penjual, alasannya pembeli tidak dapat dihubungi atau tidak ada ditempat. Terus yg nunggu seharian dirumah siapaa? Arwah atau gimaanaa"
Righel Casilas,2,2023-05-15 19:17:25,"Algoritma pencarian gimana sih ini. Masa lagi nyari mainan figure anime tapi isinya malah action figure Marvel semua. Udh coba pake kata kunci lain, sama aja hasilnya"
Alva Rieza,2,2023-05-15 19:15:58,Tolong test di xiaomi 12 Lite untuk streaming live.. Karena waktu dipakai streaming dengan kamera depan di aplikasi Shopee hasilnya sangat buram.. Sedangkan waktu tidak di aplikasi Shopee hasilnya bagus.. Jadi kemungkinan belum di optimasi untuk xiaomi 12 lite padahal kamera aslinya bagus.. Mohon untuk diperbaiki.. Terima kasih...
Dwita Ita1999,3,2023-05-15 18:54:08,"Kenapa sih shoppe itu lelet kali sekarang,terus coba deh diperbaiki fitur untuk keranjangnya,susah kali kalau mau upgrade barang yg ada dikeranjang, kadang balek balek terus,kesal jadinya ..kenapa kalau ngapus barang dikeranjang harus satu satu,ngga ada fitur sekali hapus semua, giliran cek out bisa semuanya dipilih..jangan duit aja isi otak kalian..perbaiki tu aplikasi, selalu nyuruh org cek jaringan,org udah pake wifi juga masih hpnya disalahin🥴"
Rizky Adi515,1,2023-05-15 18:53:40,Saya jualan di shopee sudah lebih dari 9bulan. Kalo tidak iklan berbayar ga ada orderan. Sekalinya ada cum 1-2produk. Selalu boncos. Dan sekarang tdk pake yang berbayar makin jadi sudah 4 bulan tidak terima orderan.. Kalo tidak jadi star seller cuma jadi akun sampah. Beda sama toko (APK BIRU) sebelah... Walaupun akun baru setiap harinya ada 1-3barang yang terjual.. TANPA IKLAN BERBAYAR
Tania Nia Arya,1,2023-05-15 16:05:37,"Sumpah shopee gak jelas Banget sih kerja sama dengan J&T.. Pihak kurir benar2 parah banget baru kali ini saya pesan produk di shopee barang pesanan sya tidak di antar jngnkan di antar pihak Kurir pun tidak ada komunikasi dengan Costemar.. Kalau sprt ini sangat kecewa dengan shopee juga J&T yg kerja sama sama shopee.. Buat apa ada online kalau barang pesanan tidak di antar,nanti Costemar pula yg di salahin padahal dari sana yg kurang bertanggung jawab ahadeee.. Kecewaaaa..."
Masrafi Abid,1,2023-05-15 15:04:02,"Makin kesini makin menurun pelayanannya, check out barang menggunakan voucher gratis ongkir selalu gagal kembali ke 0. Coba Update aplikasi tetep hasilnya sama.jika kedepan tdk ada perbaikan Pindah lapak sebelah aja"
Bahrul Ilmi,1,2023-05-15 14:51:52,"SPINJAM sama SPAYLATER padahal sudah dibayar tapi di Notifikasi bagian keuangan pembayaran tidak berhasil, di struk tertera pembayaran berhasil, saya loh gak pernah telat bayar tepat sebelum jatuh tempo sudah dibayar, tiba"" Ditelpon disuruh bayar tagihan aneh lama"" ini Shopee"
Aphrodite,5,2023-05-15 14:45:43,"Coba Shopee punya fitur favorit yang bisa di group berdasarkan preferensi usernya kayak to*ped sama produk yang di keranjang bisa di sort pindah pindahin urutannya berdasarkan preferensi user, makin seru bisa hitung budget bulanan sekalian tinggal checkout tiap gajian"
Arif Akbar,3,2023-05-15 14:19:03,"Kenapa sekarang belanja di Shopee untuk mendapat voucher gratis ongkir mesti minimal belanja 120rb? Padahal yg lalu2 belanja minimal 30rb aja sudah dapat gratis ongkir. Mohon terus ditingkatkan aplikasinya, dibuat enteng agar HP kelas menengah kebawah tidak berat untuk membuka aplikasi Shopee"
Aulia Aja,1,2023-05-15 14:10:59,Kok skrg di update malah tambah error ya😫. Pdhal HP bener bener baru tpi kok 😫😫. Kalau milih metode pembayaran itu suka error ya? Nyesalll aku😫 sering ngelag yaudh di ikhlasin 👍😫
Iqfilm Lesmana,1,2023-05-15 14:10:42,"Aplikasi lemot, di pake transfer malah delay, Cs nya ga bisa kasih jawaban dan ga bisa bantu. Tolol"
hamdan maulana arsyad,1,2023-05-15 12:05:14,"Makin upadate makin berat buat loading. Tiap belanja penambahan utk peningkatan layanan, tp malah lemot parah buat loading aplikasi. Abis update malah blank semua."
Achmad Furkoni,2,2023-05-15 11:06:50,"Kenapa sih shopee sekarang ngebug,,padahal sinyal lancar,makin kesini makin ngebug,,buat nulis pesan aja ndak bisa,dll,,dulu top,semenjak udate makin gk jelas,mohon min di perbaikin lagi."
ilham maarif,2,2023-05-15 09:55:07,"makin kesini makin pelit ngasih gratis ongkirnya. bukannya apa, soalnya dulu selalu ada kalau mau pake voucher gratis ongkir kok skrng malah dikit, gaada sama sekali malah.pelit apa gimana?"
Dewi,1,2023-05-15 09:52:26,"Semua barang pesanan saya tidak sampai, tapi kurir kasih pernyataan sudah diterima, saya komplain ke pihak shopee dan penjual tidak ditanggapi, dana saya sampai saat ini tidak di kembalikan ke shopeepay saya, tolong dong kemampuannya untuk menanggapi keluhan pelanggannya ditanggapi dengan tepat&baik, tolong segera kembalikan dana saya, terima kasih Saya sudah mengubungi pihak shopee tapi tetap tidak ada tanggapan!!"
Irfan Iryansyah09,1,2023-05-15 09:13:18,"Terlalu banyak biaya yang gak jelas. Setiap kita beli produk, harga mahal ongkir mahal.!!!! Udah gitu kalo ngirim duit ke rekening bank lainnya sangat lelet, lo kerja apa tidur.. !!!! Jgn lo rugiin customer sendiri pada rugi besar dan rugi sgalanya"
Laily Mifta,1,2023-05-15 08:11:59,"Shopee afiliasi mending dihapus aja dah, udah share gak gampang, eh giliran ada yg beli, komisi hilang karna banyak ketentuan, kebanyakan syarat, gak kaya TT yg gampang masuk nya, shopee ribet!!"
Dini Arfaz,3,2023-05-15 06:31:51,"Sekarang banyak toko yg bisa pakai pengiriman instan 2 jam, nyatanya tidak segera di proses. Begitu juga ambil pengiriman sameday, 2 hari baru di pickup itupun setelah ajukan pembatalan,tp pembatalan di tolak. Tolonglah di seleksi lagi toko2 yg seperti itu. Kita ambil pengiriman instan pasti karena urgent juga."
Zulfa Adhayati Ruslan,2,2023-05-15 06:16:01,Kenapa tidak ada ongkir gratis pakai spaylater ya biasa nya kalo mau belanja langsung ada tertera banyak malah vouchernya ini kok ku tungguin sudah 1 minggu gak ada padahal spaylater nya banyak sayang kalo gak di pakai.adapun vouchernya spay later tapi minimal belanja 200rb baru bisa ke pakai😫jadi kalo benlanja dikit gak dapat free ong 😫kok gitu ya shopee sekarang
f,1,2023-05-15 05:38:33,"Kalo pake sistem kurir Shopee express selalu lama pengantaran nya, tapi ya gimana gratis ongkir cuma pake expedisi yg itu, beli makanan juga harga ongkir nya jauh lebih mahal dibanding harga makanan, padahal jarak nya ga sampe 5 menit. TOLONG SHOPEE DI PERBAIKI LAGI YA, makin lama sistem nya makin buruk, mau belanja disini lagi jadi malas."
Joan Novanto,1,2023-05-15 05:31:43,"Jaringan bermasalah, sedang download, sedang download. Download apaan 0% mulu, jaringan stabil malah dibilang buruk. Diupdate malah makin susah mau ke menu isi saldo susahh"
Shella Monica,2,2023-05-15 03:56:33,Saya bukan sekali dua kali menggunakan shoppe pay untuk berbelanja transfer uang tapi kenapa sekarang susah banget mau isi shoppe pay ga bisa transfer uang ditunggu proses nya 1-7 hari. Uang saya tertahan di situ aduhh gimana si makin kesana makin ga bener apk nya tolong lahh ditingkatkan lagi. Saya mau belanja jadi susah
Suratmin Dimas,5,2023-05-15 03:24:37,"Belanja secara online sangat menguntungkanyang jelas sangat irit biaya karena bea ongkir murah, jauh lebih murah dibanding kita berangkat sendiri"
Aisyah Nurjannah,1,2023-05-15 02:40:28,"Aplikasinya semakin lambat,lama sekali loading nya. Sering error, pilihan tiba2 hilang,padahal jaringan bagus dan aplikasi sudah diupdate. Udah 3 hari ini juga tdk bisa top up saldo shopee pay. Tlg diperbaiki lah."
Nafisyakhaila Akbar,1,2023-05-15 00:05:24,"Kecewa banget sama aplikasi shopee,masak tiap hari tiap Minggu berubah terus kebijakan nya, aku pikir ini aplikasi online ternyaman,ternyata enggak sama sekali,jujur kecewa bgt sih,karena chat cs jawabnya itu2 aja, dan ga ada perubahan,semoga konsisten seperti dulu ya ongkir murah, vocer banyak,skrng makin sukses makin banyak pengguna nya malah makin kikir kyknya,maap ya saya bicara apa adanya sesuai yg saya alami-_-"
Istiqomah,2,2023-05-15 00:01:26,"Lemot bangettttttt 😭😭😭😭 Mau klik barang untuk CO aja susah. Udah sih fitur video di hilangkan saja ga seberapa guna juga. Udh gitu kalok chat CS selalu di suruh bersihkan Chace, restart, update app. Udahhh itu mah app kalian yg kebanyakan fitur Mana sekarang pelit voucher lagi"
Sumiati Sumiati,5,2023-05-14 23:30:50,"Selamat pagi maaf klo Shopee menurut sy paling bagus yaa karena sy pas COD paling tepat pada waktu sampai nya dn kwalitas barang nya bagus"" Jadi memuaskan gitu. Na itu yg bisa sy sampaikn sy cm orang sederhana tapi klo COD yg terbaik cm di Shopee, memuaskan trimakasih🙏"
Nur Anisa,4,2023-05-14 23:28:39,"Sayang bngt sekarang shopee banyak bngt biaya pelayanan nya dan biaya penanganan nya, padahal sudah banyak pengunjung nya. Jadi percuma deh dapet gratis ongkir klo biaya penanganan nya melebihi kapasitas. Padahal kan ngga semua orang punya saldo, pasti bnyk bngt yg pngnnya cod apalagi pengguna lama yg sering belanja itu penanganan nya gede bngt. Bikin males belanja di e-commerce ini jadinya.. semoga kedepannya bisa lebih bijak lagi yah"
